Marital status,Application mode,Application order,Course,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,situacao,idade_ingresso,bolsista,turno,sexo
"
1",42.0,1.0,9003.0,1.0,130.0,1.0,3.0,2.0,2.0,6.0,105.3,0.0,0.0,0.0,0.0,36.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,16.2,0.3,-0.92,Abandono,34.0,Não,Diurno,Masculino
"
2",39.0,1.0,9991.0,1.0,110.0,1.0,37.0,37.0,9.0,9.0,130.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Abandono,34.0,Não,Noturno,Masculino
"
2",39.0,1.0,9991.0,1.0,150.0,1.0,37.0,37.0,9.0,7.0,122.5,0.0,0.0,0.0,1.0,47.0,0.0,0.0,5.0,9.0,4.0,11.5,0.0,0.0,5.0,6.0,5.0,11.6,1.0,7.6,2.6,0.32,Abandono,34.0,Não,Noturno,Masculino
"
1",39.0,1.0,9119.0,1.0,160.0,1.0,1.0,38.0,4.0,7.0,112.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Abandono,25.0,Não,Diurno,Masculino
"
1",39.0,1.0,9670.0,12.0,170.0,1.0,1.0,37.0,3.0,5.0,110.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,6.0,8.0,6.0,14.142857142857142,0.0,0.0,6.0,6.0,6.0,13.5,0.0,15.5,2.8,-4.06,Sucesso,25.0,Sim,Diurno,Masculino
"
2",39.0,1.0,8014.0,19.0,133.1,1.0,19.0,37.0,6.0,8.0,149.5,0.0,0.0,0.0,1.0,48.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,12.4,0.5,1.79,Abandono,34.0,Não,Noturno,Masculino
"
1",43.0,1.0,9991.0,1.0,120.0,1.0,38.0,38.0,9.0,7.0,141.0,0.0,0.0,0.0,1.0,32.0,0.0,5.0,10.0,12.0,10.0,13.8,0.0,5.0,10.0,10.0,10.0,12.8,0.0,10.8,1.4,1.74,Sucesso,32.0,Sim,Noturno,Masculino
"
1",7.0,1.0,9991.0,40.0,130.0,1.0,38.0,38.0,9.0,7.0,130.0,0.0,0.0,0.0,1.0,38.0,0.0,10.0,10.0,10.0,10.0,13.6,0.0,5.0,10.0,10.0,5.0,13.6,0.0,8.9,1.4,3.51,Abandono,34.0,Não,Noturno,Masculino
"
1",7.0,1.0,9238.0,40.0,130.0,1.0,37.0,37.0,5.0,5.0,130.0,0.0,0.0,0.0,1.0,37.0,0.0,11.0,16.0,23.0,15.0,11.733333333333333,0.0,6.0,11.0,17.0,9.0,11.88888888888889,0.0,15.5,2.8,-4.06,Sucesso,34.0,Não,Diurno,Masculino
"
1",39.0,2.0,9147.0,1.0,120.0,1.0,37.0,37.0,9.0,9.0,104.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,5.0,8.0,1.0,10.0,0.0,0.0,5.0,9.0,1.0,10.0,0.0,10.8,1.4,1.74,Abandono,26.0,Não,Diurno,Masculino
"
1",44.0,1.0,9085.0,39.0,110.0,1.0,3.0,5.0,2.0,2.0,110.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,13.9,-0.3,0.79,Abandono,23.0,Não,Diurno,Masculino
"
1",39.0,1.0,9500.0,4.0,150.0,1.0,3.0,38.0,3.0,7.0,127.0,1.0,0.0,0.0,1.0,26.0,0.0,2.0,7.0,8.0,6.0,13.046666666666669,0.0,2.0,8.0,10.0,7.0,13.30625,0.0,11.1,0.6,2.02,Abandono,26.0,Não,Diurno,Masculino
"
1",43.0,1.0,8014.0,3.0,133.1,1.0,9.0,9.0,90.0,90.0,130.0,0.0,0.0,0.0,1.0,26.0,0.0,8.0,11.0,16.0,10.0,11.8,0.0,3.0,7.0,7.0,7.0,13.285714285714286,0.0,7.6,2.6,0.32,Sucesso,26.0,Não,Noturno,Feminino
"
1",16.0,4.0,9500.0,1.0,145.0,1.0,1.0,1.0,4.0,4.0,127.5,1.0,0.0,0.0,1.0,18.0,0.0,0.0,8.0,8.0,8.0,13.11,0.0,0.0,8.0,8.0,8.0,13.11,0.0,9.4,-0.8,-3.12,Sucesso,18.0,Não,Diurno,Feminino
"
1",7.0,1.0,9500.0,3.0,130.0,1.0,37.0,37.0,7.0,7.0,130.0,1.0,0.0,0.0,1.0,27.0,0.0,0.0,8.0,8.0,7.0,14.414285714285716,0.0,0.0,8.0,8.0,7.0,14.414285714285716,0.0,12.7,3.7,-1.7,Sucesso,27.0,Não,Diurno,Feminino
"
6",17.0,3.0,8014.0,1.0,115.0,1.0,19.0,1.0,5.0,90.0,115.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,10.8,1.4,1.74,Abandono,24.0,Não,Noturno,Feminino
"
1",17.0,1.0,9147.0,1.0,124.0,1.0,38.0,19.0,6.0,10.0,126.8,1.0,0.0,0.0,1.0,20.0,0.0,0.0,5.0,8.0,5.0,12.333333333333334,0.0,0.0,5.0,7.0,5.0,12.2,0.0,15.5,2.8,-4.06,Sucesso,20.0,Não,Diurno,Feminino
"
1",1.0,1.0,9500.0,1.0,124.0,1.0,1.0,19.0,9.0,8.0,116.7,1.0,0.0,0.0,1.0,18.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,10.0,0.0,15.5,2.8,-4.06,Abandono,18.0,Sim,Diurno,Feminino
"
1",17.0,6.0,9556.0,1.0,134.0,1.0,19.0,38.0,7.0,7.0,128.5,1.0,0.0,0.0,1.0,18.0,0.0,0.0,7.0,9.0,7.0,14.1,0.0,0.0,8.0,8.0,8.0,13.3125,0.0,12.7,3.7,-1.7,Sucesso,18.0,Sim,Diurno,Feminino
"
1",1.0,4.0,9500.0,1.0,137.0,1.0,37.0,37.0,9.0,9.0,127.5,1.0,0.0,0.0,1.0,18.0,0.0,0.0,8.0,8.0,8.0,13.045,0.0,0.0,8.0,8.0,8.0,13.045,0.0,9.4,-0.8,-3.12,Sucesso,18.0,Não,Diurno,Feminino
"
1",42.0,3.0,9500.0,1.0,136.0,1.0,1.0,1.0,4.0,4.0,148.8,1.0,0.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,8.0,14.2525,0.0,0.0,8.0,8.0,8.0,14.2525,0.0,9.4,-0.8,-3.12,Sucesso,19.0,Sim,Diurno,Feminino
"
1",1.0,4.0,9500.0,1.0,142.0,1.0,38.0,37.0,9.0,5.0,127.3,1.0,0.0,0.0,1.0,18.0,0.0,0.0,8.0,8.0,7.0,15.075714285714286,0.0,0.0,8.0,8.0,7.0,15.075714285714286,0.0,10.8,1.4,1.74,Sucesso,18.0,Não,Diurno,Feminino
"
1",7.0,0.0,9003.0,3.0,130.0,1.0,1.0,37.0,4.0,9.0,130.0,1.0,0.0,0.0,1.0,23.0,0.0,10.0,17.0,28.0,17.0,13.15,2.0,8.0,12.0,22.0,12.0,13.214285714285714,0.0,15.5,2.8,-4.06,Sucesso,23.0,Não,Diurno,Feminino
"
1",1.0,2.0,9238.0,1.0,136.0,1.0,19.0,19.0,4.0,7.0,121.7,1.0,0.0,0.0,1.0,21.0,0.0,0.0,6.0,9.0,5.0,12.333333333333334,0.0,0.0,6.0,7.0,5.0,11.8,0.0,13.9,-0.3,0.79,Sucesso,21.0,Sim,Diurno,Feminino
"
1",1.0,3.0,9500.0,1.0,137.0,1.0,38.0,38.0,5.0,7.0,122.7,1.0,0.0,0.0,1.0,18.0,0.0,0.0,7.0,8.0,7.0,13.778571428571428,0.0,0.0,8.0,10.0,8.0,13.122222222222222,0.0,16.2,0.3,-0.92,Sucesso,18.0,Sim,Diurno,Feminino
"
1",1.0,1.0,9853.0,1.0,125.0,1.0,34.0,37.0,9.0,9.0,129.2,1.0,0.0,1.0,0.0,20.0,0.0,0.0,6.0,12.0,3.0,10.333333333333334,0.0,0.0,6.0,14.0,1.0,11.0,0.0,10.8,1.4,1.74,Abandono,20.0,Não,Diurno,Feminino
"
1",1.0,1.0,9070.0,1.0,152.0,1.0,37.0,37.0,5.0,7.0,136.3,0.0,0.0,0.0,1.0,18.0,0.0,1.0,6.0,8.0,6.0,13.571428571428571,1.0,0.0,6.0,11.0,6.0,12.375,0.0,13.9,-0.3,0.79,Sucesso,18.0,Sim,Diurno,Feminino
"
1",1.0,1.0,8014.0,1.0,125.0,1.0,37.0,37.0,9.0,7.0,114.9,0.0,0.0,0.0,1.0,29.0,0.0,8.0,11.0,14.0,11.0,12.75,0.0,3.0,7.0,7.0,7.0,13.428571428571429,0.0,9.4,-0.8,-3.12,Sucesso,29.0,Não,Noturno,Feminino
"
1",39.0,1.0,9773.0,9.0,133.1,1.0,38.0,1.0,5.0,4.0,102.0,1.0,0.0,0.0,1.0,28.0,0.0,0.0,6.0,11.0,3.0,13.0,0.0,0.0,6.0,15.0,1.0,12.0,0.0,7.6,2.6,0.32,Abandono,28.0,Não,Diurno,Masculino
"
1",39.0,1.0,9670.0,1.0,148.0,1.0,19.0,19.0,7.0,7.0,130.9,0.0,0.0,1.0,0.0,24.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,10.8,1.4,1.74,Abandono,24.0,Não,Diurno,Masculino
"
1",39.0,1.0,171.0,1.0,133.1,1.0,37.0,37.0,9.0,7.0,100.0,0.0,0.0,1.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Abandono,33.0,Sim,Diurno,Masculino
"
1",17.0,1.0,9147.0,1.0,115.0,1.0,19.0,37.0,5.0,7.0,112.9,1.0,0.0,0.0,0.0,19.0,0.0,0.0,5.0,7.0,2.0,12.5,0.0,0.0,5.0,13.0,1.0,11.0,0.0,9.4,-0.8,-3.12,Abandono,19.0,Não,Diurno,Masculino
"
1",1.0,1.0,9085.0,1.0,120.0,1.0,38.0,19.0,9.0,3.0,112.7,0.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,6.0,14.857142857142858,0.0,0.0,6.0,8.0,6.0,14.142857142857142,0.0,11.1,0.6,2.02,Sucesso,19.0,Não,Diurno,Masculino
"
4",39.0,1.0,8014.0,1.0,133.1,1.0,37.0,37.0,7.0,7.0,143.0,0.0,0.0,0.0,1.0,37.0,0.0,3.0,9.0,13.0,8.0,12.0,0.0,2.0,7.0,8.0,7.0,11.571428571428571,0.0,12.7,3.7,-1.7,Sucesso,34.0,Não,Noturno,Masculino
"
1",1.0,1.0,171.0,1.0,168.0,1.0,38.0,37.0,9.0,8.0,155.1,1.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Sucesso,18.0,Sim,Diurno,Masculino
"
2",39.0,1.0,9500.0,38.0,133.1,1.0,37.0,37.0,9.0,3.0,146.6,0.0,0.0,0.0,1.0,37.0,0.0,0.0,7.0,8.0,7.0,12.828571428571427,0.0,0.0,8.0,8.0,8.0,12.6875,0.0,13.9,-0.3,0.79,Sucesso,34.0,Não,Diurno,Masculino
"
1",39.0,1.0,9500.0,1.0,137.0,1.0,37.0,37.0,9.0,9.0,141.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,Abandono,34.0,Não,Diurno,Masculino
"
1",1.0,2.0,9670.0,1.0,123.0,1.0,1.0,38.0,7.0,7.0,120.6,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,0.0,6.0,8.0,5.0,14.0,0.0,8.9,1.4,3.51,Sucesso,19.0,Não,Diurno,Masculino
"
1",42.0,1.0,9500.0,1.0,150.0,1.0,19.0,1.0,9.0,3.0,110.0,1.0,0.0,0.0,1.0,33.0,0.0,6.0,14.0,20.0,14.0,13.072857142857144,6.0,6.0,14.0,20.0,14.0,13.072857142857144,6.0,9.4,-0.8,-3.12,Sucesso,33.0,Sim,Diurno,Masculino
"
1",42.0,1.0,9119.0,1.0,120.0,1.0,1.0,1.0,5.0,7.0,108.6,0.0,0.0,0.0,0.0,34.0,0.0,2.0,7.0,13.0,5.0,12.0,0.0,2.0,7.0,7.0,3.0,11.0,0.0,15.5,2.8,-4.06,Abandono,34.0,Não,Diurno,Masculino
"
1",1.0,1.0,9254.0,1.0,145.0,1.0,3.0,19.0,3.0,8.0,134.9,1.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,15.5,0.0,0.0,6.0,6.0,6.0,16.0,0.0,12.4,0.5,1.79,Sucesso,18.0,Não,Diurno,Feminino
"
1",44.0,1.0,9130.0,39.0,120.0,1.0,3.0,1.0,2.0,4.0,120.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,12.4,0.5,1.79,Abandono,20.0,Não,Diurno,Feminino
"
1",1.0,1.0,9773.0,1.0,142.0,1.0,19.0,37.0,4.0,7.0,141.3,0.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,6.0,14.714285714285714,0.0,0.0,6.0,6.0,6.0,15.166666666666666,0.0,13.9,-0.3,0.79,Sucesso,19.0,Sim,Diurno,Feminino
"
1",1.0,3.0,9085.0,1.0,147.0,1.0,19.0,19.0,9.0,1.0,135.6,1.0,0.0,0.0,1.0,20.0,0.0,0.0,6.0,7.0,6.0,16.714285714285715,0.0,0.0,6.0,6.0,6.0,15.333333333333334,0.0,13.9,-0.3,0.79,Sucesso,20.0,Não,Diurno,Feminino
"
1",1.0,1.0,9238.0,1.0,125.0,1.0,19.0,19.0,9.0,9.0,121.5,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,9.0,6.0,10.857142857142858,0.0,0.0,6.0,7.0,6.0,11.666666666666666,0.0,12.4,0.5,1.79,Sucesso,19.0,Sim,Diurno,Feminino
"
1",1.0,4.0,9500.0,1.0,126.0,1.0,19.0,19.0,9.0,9.0,125.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,7.0,8.0,6.0,11.658333333333331,0.0,0.0,8.0,11.0,6.0,12.416666666666666,0.0,12.4,0.5,1.79,Sucesso,19.0,Não,Diurno,Feminino
"
1",18.0,2.0,9773.0,1.0,132.0,24.0,37.0,19.0,9.0,7.0,119.1,1.0,0.0,0.0,1.0,22.0,1.0,0.0,6.0,8.0,5.0,11.6,0.0,0.0,6.0,7.0,6.0,12.0,0.0,9.4,-0.8,-3.12,Sucesso,22.0,Sim,Diurno,Feminino
"
1",1.0,1.0,9773.0,1.0,123.0,1.0,1.0,38.0,9.0,9.0,116.7,0.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,0.0,6.0,8.0,6.0,12.666666666666666,0.0,12.4,0.5,1.79,Sucesso,18.0,Sim,Diurno,Feminino
"
1",1.0,1.0,9853.0,1.0,128.0,1.0,38.0,37.0,9.0,9.0,124.9,0.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,12.5,0.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,12.7,3.7,-1.7,Sucesso,19.0,Sim,Diurno,Feminino
"
1",39.0,1.0,9500.0,1.0,100.0,1.0,19.0,1.0,1.0,90.0,114.0,1.0,0.0,1.0,0.0,31.0,0.0,0.0,7.0,8.0,5.0,12.56,0.0,0.0,7.0,8.0,5.0,12.56,0.0,7.6,2.6,0.32,Abandono,31.0,Não,Diurno,Feminino
"
1",17.0,5.0,9500.0,1.0,140.0,1.0,1.0,1.0,4.0,3.0,131.1,1.0,0.0,0.0,1.0,18.0,0.0,0.0,7.0,7.0,7.0,13.19,0.0,0.0,8.0,8.0,8.0,14.23125,0.0,11.1,0.6,2.02,Sucesso,18.0,Não,Diurno,Feminino
"
1",1.0,1.0,9238.0,1.0,145.0,1.0,1.0,19.0,9.0,9.0,129.3,0.0,0.0,1.0,1.0,19.0,0.0,0.0,6.0,11.0,3.0,11.0,0.0,0.0,6.0,9.0,4.0,11.25,0.0,10.8,1.4,1.74,Sucesso,19.0,Sim,Diurno,Feminino
"
1",1.0,1.0,171.0,1.0,143.0,1.0,3.0,38.0,2.0,10.0,129.7,1.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Sucesso,18.0,Não,Diurno,Feminino
"
1",17.0,1.0,9238.0,1.0,132.0,1.0,37.0,38.0,9.0,5.0,120.8,0.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,11.0,5.0,11.6,0.0,0.0,6.0,10.0,6.0,11.714285714285714,0.0,15.5,2.8,-4.06,Sucesso,19.0,Sim,Diurno,Feminino
"
1",1.0,1.0,9500.0,1.0,130.0,1.0,19.0,19.0,9.0,6.0,135.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,7.0,7.0,6.0,14.266666666666666,0.0,0.0,7.0,7.0,6.0,14.266666666666666,0.0,7.6,2.6,0.32,Sucesso,19.0,Não,Diurno,Feminino
"
2",7.0,1.0,8014.0,3.0,124.4,1.0,37.0,34.0,0.0,0.0,130.0,0.0,0.0,0.0,1.0,30.0,0.0,8.0,10.0,11.0,9.0,12.666666666666666,0.0,3.0,7.0,7.0,7.0,12.428571428571429,1.0,7.6,2.6,0.32,Sucesso,30.0,Não,Noturno,Feminino
"
1",18.0,6.0,9500.0,1.0,144.0,1.0,1.0,1.0,3.0,6.0,130.8,1.0,0.0,0.0,1.0,18.0,0.0,0.0,8.0,11.0,7.0,12.771428571428572,0.0,0.0,8.0,11.0,7.0,12.771428571428572,0.0,12.7,3.7,-1.7,Sucesso,18.0,Não,Diurno,Feminino
"
1",18.0,5.0,9085.0,1.0,121.0,1.0,5.0,3.0,2.0,3.0,111.9,1.0,0.0,0.0,1.0,21.0,0.0,0.0,5.0,12.0,0.0,0.0,3.0,0.0,5.0,5.0,0.0,0.0,0.0,12.7,3.7,-1.7,Abandono,21.0,Não,Diurno,Feminino
"
1",44.0,1.0,9238.0,1.0,150.0,1.0,1.0,38.0,4.0,9.0,145.9,0.0,0.0,0.0,1.0,19.0,0.0,3.0,6.0,6.0,6.0,15.5,0.0,2.0,6.0,7.0,6.0,13.571428571428571,0.0,13.9,-0.3,0.79,Sucesso,19.0,Sim,Diurno,Feminino
"
1",17.0,1.0,9130.0,1.0,117.0,1.0,19.0,19.0,4.0,4.0,113.5,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,8.0,6.0,11.333333333333334,0.0,0.0,6.0,12.0,4.0,13.75,0.0,8.9,1.4,3.51,Abandono,19.0,Não,Diurno,Feminino
"
1",1.0,2.0,9670.0,1.0,121.0,1.0,1.0,19.0,4.0,7.0,135.4,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,0.0,6.0,10.0,5.0,13.4,0.0,8.9,1.4,3.51,Sucesso,19.0,Sim,Diurno,Feminino
"
2",39.0,1.0,9991.0,1.0,140.0,1.0,37.0,37.0,9.0,6.0,130.2,0.0,0.0,0.0,1.0,39.0,0.0,0.0,5.0,13.0,4.0,12.333333333333334,0.0,0.0,5.0,14.0,2.0,10.0,4.0,16.2,0.3,-0.92,Sucesso,34.0,Sim,Noturno,Feminino
"
1",17.0,1.0,171.0,1.0,130.0,1.0,3.0,1.0,9.0,9.0,126.9,1.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Abandono,20.0,Não,Diurno,Feminino
"
1",17.0,5.0,9147.0,1.0,131.0,1.0,19.0,38.0,3.0,10.0,119.8,1.0,0.0,0.0,1.0,19.0,0.0,0.0,5.0,8.0,5.0,12.6,0.0,0.0,5.0,9.0,4.0,11.6,0.0,8.9,1.4,3.51,Sucesso,19.0,Não,Diurno,Feminino
"
1",39.0,1.0,9085.0,1.0,133.1,1.0,19.0,19.0,7.0,7.0,130.0,1.0,0.0,0.0,1.0,24.0,0.0,0.0,6.0,7.0,6.0,14.857142857142858,0.0,0.0,6.0,10.0,5.0,13.6,0.0,13.9,-0.3,0.79,Sucesso,24.0,Não,Diurno,Feminino
"
2",43.0,1.0,9147.0,1.0,130.0,1.0,19.0,37.0,7.0,10.0,138.0,0.0,0.0,0.0,1.0,34.0,0.0,12.0,15.0,17.0,12.0,11.916666666666666,0.0,11.0,13.0,13.0,11.0,13.181818181818182,0.0,7.6,2.6,0.32,Sucesso,34.0,Não,Diurno,Feminino
"
2",39.0,1.0,9991.0,1.0,110.0,1.0,34.0,34.0,0.0,0.0,114.6,1.0,0.0,0.0,1.0,46.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,Abandono,34.0,Não,Noturno,Feminino
"
1",39.0,1.0,9991.0,1.0,140.0,1.0,37.0,37.0,9.0,5.0,140.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,15.5,2.8,-4.06,Abandono,34.0,Não,Noturno,Feminino
"
1",1.0,2.0,9085.0,1.0,148.0,1.0,38.0,19.0,4.0,9.0,134.7,1.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,17.0,0.0,0.0,6.0,6.0,6.0,15.5,0.0,8.9,1.4,3.51,Sucesso,18.0,Não,Diurno,Feminino
"
2",39.0,1.0,9003.0,1.0,140.0,1.0,37.0,37.0,9.0,6.0,104.8,0.0,0.0,0.0,1.0,46.0,0.0,14.0,19.0,24.0,19.0,12.210526315789474,0.0,11.0,13.0,13.0,13.0,11.384615384615383,0.0,15.5,2.8,-4.06,Sucesso,34.0,Não,Diurno,Feminino
"
2",39.0,1.0,9070.0,1.0,160.0,1.0,3.0,1.0,2.0,5.0,126.5,0.0,0.0,0.0,1.0,30.0,0.0,1.0,6.0,8.0,6.0,13.0,1.0,0.0,6.0,9.0,5.0,12.857142857142858,0.0,13.9,-0.3,0.79,Sucesso,30.0,Sim,Diurno,Feminino
"
4",1.0,1.0,9991.0,1.0,130.0,1.0,37.0,37.0,9.0,9.0,118.1,0.0,0.0,1.0,0.0,37.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Abandono,34.0,Não,Noturno,Feminino
"
1",44.0,1.0,9003.0,39.0,160.0,1.0,38.0,38.0,9.0,6.0,160.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,6.0,7.0,6.0,13.571428571428571,0.0,0.0,6.0,9.0,6.0,12.714285714285714,0.0,12.4,0.5,1.79,Sucesso,20.0,Não,Diurno,Feminino
"
2",39.0,2.0,9556.0,12.0,133.1,1.0,34.0,34.0,99.0,99.0,100.5,0.0,0.0,0.0,1.0,39.0,0.0,0.0,3.0,7.0,1.0,14.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,11.1,0.6,2.02,Abandono,34.0,Não,Diurno,Feminino
"
2",39.0,1.0,9773.0,19.0,133.1,1.0,37.0,37.0,9.0,6.0,110.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,15.5,2.8,-4.06,Abandono,34.0,Não,Diurno,Feminino
"
2",42.0,1.0,9147.0,1.0,100.0,1.0,37.0,37.0,9.0,9.0,100.0,1.0,0.0,0.0,1.0,54.0,0.0,13.0,15.0,20.0,13.0,12.461538461538462,1.0,10.0,13.0,13.0,10.0,11.1,1.0,15.5,2.8,-4.06,Abandono,34.0,Não,Diurno,Feminino
"
1",44.0,1.0,9085.0,39.0,140.0,1.0,3.0,3.0,4.0,2.0,140.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,8.0,4.0,14.4,0.0,0.0,6.0,6.0,5.0,13.0,0.0,13.9,-0.3,0.79,Sucesso,19.0,Não,Diurno,Feminino
"
1",18.0,2.0,9773.0,1.0,109.0,1.0,1.0,1.0,4.0,4.0,109.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,Abandono,20.0,Não,Diurno,Feminino
"
1",1.0,3.0,9773.0,1.0,130.0,1.0,1.0,37.0,4.0,5.0,120.9,1.0,0.0,1.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,14.333333333333334,0.0,0.0,6.0,6.0,6.0,14.166666666666666,0.0,8.9,1.4,3.51,Sucesso,18.0,Não,Diurno,Feminino
"
1",53.0,1.0,9003.0,42.0,130.0,1.0,1.0,1.0,144.0,144.0,125.8,0.0,0.0,1.0,1.0,21.0,0.0,7.0,13.0,21.0,11.0,11.909090909090908,0.0,5.0,11.0,14.0,11.0,10.727272727272728,0.0,8.9,1.4,3.51,Sucesso,21.0,Não,Diurno,Feminino
"
1",18.0,3.0,9070.0,1.0,164.0,1.0,1.0,1.0,5.0,3.0,161.2,1.0,0.0,0.0,1.0,18.0,0.0,1.0,6.0,8.0,6.0,13.714285714285714,1.0,0.0,6.0,8.0,6.0,14.375,0.0,13.9,-0.3,0.79,Sucesso,18.0,Não,Diurno,Feminino
"
1",1.0,1.0,9500.0,1.0,125.0,1.0,19.0,19.0,9.0,10.0,122.0,1.0,0.0,1.0,1.0,19.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,Abandono,19.0,Não,Diurno,Feminino
"
1",17.0,1.0,9500.0,1.0,137.0,1.0,1.0,1.0,9.0,9.0,127.9,1.0,0.0,0.0,1.0,18.0,0.0,0.0,7.0,10.0,5.0,13.46,0.0,0.0,7.0,8.0,7.0,12.2375,0.0,11.1,0.6,2.02,Abandono,18.0,Sim,Diurno,Feminino
"
1",1.0,1.0,9773.0,1.0,133.0,1.0,1.0,3.0,3.0,3.0,135.8,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,15.0,0.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,11.1,0.6,2.02,Sucesso,19.0,Não,Diurno,Feminino
"
1",1.0,1.0,171.0,1.0,163.0,1.0,1.0,1.0,4.0,3.0,149.7,1.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Abandono,18.0,Sim,Diurno,Feminino
